"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"06.12.2022","1.061,111","1.059,915","1.067,146","1.058,740","","0,11%"
"05.12.2022","1.059,993","1.077,795","1.084,327","1.058,273","","-1,65%"
"04.12.2022","1.077,813","1.076,966","1.078,459","1.075,338","","0,08%"
"02.12.2022","1.077,004","1.080,008","1.080,378","1.065,789","","-0,28%"
"01.12.2022","1.080,017","1.062,582","1.081,451","1.061,090","","1,64%"
"30.11.2022","1.062,592","1.048,402","1.062,644","1.045,752","","1,36%"
"29.11.2022","1.048,310","1.042,925","1.053,976","1.042,662","","0,52%"
"28.11.2022","1.042,883","1.048,137","1.056,474","1.041,945","","-0,50%"
"27.11.2022","1.048,119","1.050,636","1.052,385","1.047,677","","-0,45%"
"25.11.2022","1.052,907","1.051,532","1.054,166","1.046,219","","0,13%"
"24.11.2022","1.051,524","1.048,855","1.053,353","1.048,778","","0,26%"
"23.11.2022","1.048,756","1.042,428","1.049,307","1.035,758","","0,61%"
"22.11.2022","1.042,421","1.040,297","1.048,016","1.039,347","","0,20%"
"21.11.2022","1.040,303","1.048,946","1.049,283","1.037,582","","-0,82%"
"20.11.2022","1.048,943","1.048,083","1.049,607","1.047,264","","0,07%"
"18.11.2022","1.048,177","1.055,014","1.058,003","1.046,117","","-0,35%"
"17.11.2022","1.051,909","1.061,864","1.062,216","1.049,733","","-0,73%"
"16.11.2022","1.059,688","1.065,486","1.068,269","1.058,906","","-0,54%"
"15.11.2022","1.065,489","1.057,851","1.068,747","1.056,356","","0,74%"
"14.11.2022","1.057,693","1.053,550","1.062,589","1.048,950","","0,54%"
"13.11.2022","1.052,060","1.055,802","1.057,325","1.051,081","","-0,51%"
"11.11.2022","1.057,464","1.042,740","1.058,021","1.039,497","","1,43%"
"10.11.2022","1.042,596","1.020,478","1.044,730","1.019,430","","2,16%"
"09.11.2022","1.020,524","1.020,088","1.029,794","1.016,662","","0,01%"
"08.11.2022","1.020,409","993,881","1.026,534","990,587","","2,67%"
"07.11.2022","993,913","1.000,740","1.005,161","992,766","","-0,68%"
"06.11.2022","1.000,671","1.005,222","1.006,150","1.000,230","","-0,25%"
"04.11.2022","1.003,130","975,819","1.004,380","975,049","","2,85%"
"03.11.2022","975,305","978,649","983,516","967,874","","-0,34%"
"02.11.2022","978,593","988,016","998,602","977,025","","-0,81%"
"01.11.2022","986,602","977,369","991,981","974,976","","0,96%"
"31.10.2022","977,261","984,024","987,082","976,609","","-0,70%"
"30.10.2022","984,188","983,013","985,257","982,534","","0,09%"
"28.10.2022","983,335","994,473","999,870","980,254","","-1,11%"
"27.10.2022","994,395","997,591","999,874","990,322","","-0,32%"
"26.10.2022","997,591","986,769","1.001,793","985,467","","1,10%"
"25.10.2022","986,711","986,569","993,501","980,480","","0,01%"
"24.10.2022","986,569","993,371","994,578","982,501","","-0,74%"
"23.10.2022","993,974","990,974","998,592","986,188","","0,27%"
"21.10.2022","991,284","972,482","991,284","967,567","","1,94%"
"20.10.2022","972,455","973,000","983,860","969,857","","-0,06%"
"19.10.2022","973,069","987,324","987,987","972,516","","-1,45%"
"18.10.2022","987,371","986,451","999,106","983,565","","0,10%"
"17.10.2022","986,367","984,816","996,951","983,248","","0,16%"
"16.10.2022","984,812","981,928","984,959","981,266","","0,25%"
"14.10.2022","982,309","992,098","998,250","980,587","","-0,99%"
"13.10.2022","992,145","998,092","1.005,414","981,618","","-0,65%"
"12.10.2022","998,624","994,941","1.002,607","991,659","","0,37%"
"11.10.2022","994,978","997,853","1.006,047","992,481","","-0,30%"
"10.10.2022","998,008","1.012,741","1.012,769","995,297","","-1,54%"
"09.10.2022","1.013,617","1.012,583","1.019,988","1.011,419","","0,14%"
"07.10.2022","1.012,208","1.022,651","1.024,548","1.011,143","","-1,02%"
"06.10.2022","1.022,642","1.027,862","1.031,152","1.019,485","","-0,51%"
"05.10.2022","1.027,862","1.029,626","1.031,775","1.016,286","","-0,24%"
"04.10.2022","1.030,321","1.013,665","1.035,019","1.008,176","","1,70%"
"03.10.2022","1.013,106","993,932","1.014,463","989,462","","1,93%"
"02.10.2022","993,941","987,713","994,286","987,713","","0,63%"
"30.09.2022","987,688","991,446","998,298","986,388","","-0,24%"
"29.09.2022","990,041","986,924","990,760","978,515","","0,33%"
"28.09.2022","986,739","967,062","990,851","960,081","","2,12%"
"27.09.2022","966,295","966,499","975,409","964,169","","0,03%"
"26.09.2022","966,019","975,072","978,072","961,313","","-0,89%"
"25.09.2022","974,730","973,710","975,633","972,068","","0,16%"
"23.09.2022","973,152","985,348","989,310","970,511","","-1,36%"
"22.09.2022","986,531","983,341","994,381","977,161","","0,33%"
"21.09.2022","983,295","981,455","994,914","974,995","","0,19%"
"20.09.2022","981,455","985,951","988,554","977,390","","-0,45%"
"19.09.2022","985,905","985,297","987,244","975,861","","0,05%"
"18.09.2022","985,428","983,231","986,743","982,518","","0,19%"
"16.09.2022","983,516","976,785","987,696","972,116","","0,67%"
"15.09.2022","977,018","996,005","996,244","974,993","","-1,91%"
"14.09.2022","996,000","999,049","1.002,049","993,399","","-0,30%"
"13.09.2022","999,044","1.011,007","1.016,200","995,990","","-1,18%"
"12.09.2022","1.011,017","1.007,925","1.017,018","1.002,855","","0,32%"
"11.09.2022","1.007,751","1.005,324","1.009,040","1.005,324","","0,08%"
"09.09.2022","1.006,955","1.003,276","1.014,090","1.003,042","","0,37%"
"08.09.2022","1.003,241","1.005,829","1.013,375","998,979","","-0,26%"
"07.09.2022","1.005,862","998,443","1.007,573","991,299","","0,75%"
"06.09.2022","998,410","1.003,830","1.011,197","996,055","","-0,54%"
"05.09.2022","1.003,811","1.000,652","1.005,316","1.000,488","","0,31%"
"04.09.2022","1.000,689","1.002,885","1.003,655","1.000,643","","-0,15%"
"02.09.2022","1.002,159","993,866","1.006,235","993,378","","0,83%"
"01.09.2022","993,902","999,648","1.000,167","988,612","","-0,58%"
"31.08.2022","999,730","1.007,654","1.009,771","997,750","","-0,80%"
"30.08.2022","1.007,788","1.017,557","1.018,306","1.006,432","","-0,97%"
"29.08.2022","1.017,610","1.013,816","1.020,506","1.005,680","","0,35%"
"28.08.2022","1.014,042","1.014,801","1.016,478","1.013,565","","-0,08%"
"26.08.2022","1.014,888","1.026,307","1.027,951","1.012,287","","-1,18%"
"25.08.2022","1.027,019","1.022,176","1.031,379","1.021,407","","0,48%"
"24.08.2022","1.022,098","1.017,005","1.024,715","1.015,715","","0,49%"
"23.08.2022","1.017,069","1.009,439","1.021,279","1.008,628","","0,76%"
"22.08.2022","1.009,445","1.016,102","1.018,732","1.006,624","","-0,60%"
"21.08.2022","1.015,489","1.016,030","1.018,775","1.015,018","","-0,11%"
"19.08.2022","1.016,640","1.022,255","1.023,816","1.015,953","","-0,55%"
"18.08.2022","1.022,313","1.018,781","1.031,818","1.016,460","","0,37%"
"17.08.2022","1.018,534","1.023,998","1.028,696","1.016,204","","-0,53%"
"16.08.2022","1.023,936","1.026,791","1.029,666","1.021,867","","-0,29%"
"15.08.2022","1.026,933","1.038,157","1.039,217","1.024,002","","-1,07%"
"14.08.2022","1.038,044","1.040,761","1.040,761","1.037,613","","-0,13%"
"12.08.2022","1.039,365","1.032,178","1.040,697","1.030,460","","0,70%"
"11.08.2022","1.032,178","1.029,956","1.038,520","1.025,138","","0,21%"
"10.08.2022","1.029,974","1.033,237","1.042,624","1.027,145","","-0,31%"
"09.08.2022","1.033,219","1.032,158","1.039,061","1.029,110","","0,08%"
"08.08.2022","1.032,364","1.022,817","1.035,503","1.020,496","","1,05%"
"07.08.2022","1.021,686","1.023,089","1.024,877","1.017,769","","-0,13%"
"05.08.2022","1.023,011","1.034,516","1.035,958","1.019,864","","-1,12%"
"04.08.2022","1.034,552","1.016,656","1.035,181","1.016,524","","1,72%"
"03.08.2022","1.017,102","1.013,764","1.023,971","1.013,229","","0,33%"
"02.08.2022","1.013,714","1.019,022","1.032,041","1.012,725","","-0,59%"
"01.08.2022","1.019,744","1.017,160","1.024,007","1.014,253","","0,39%"
"31.07.2022","1.015,744","1.017,869","1.018,046","1.012,408","","-0,17%"
"29.07.2022","1.017,502","1.012,898","1.019,620","1.007,208","","0,45%"
"28.07.2022","1.012,935","998,591","1.013,747","996,243","","1,43%"
"27.07.2022","998,654","987,456","1.000,464","984,158","","1,14%"
"26.07.2022","987,372","985,594","992,228","982,886","","0,17%"
"25.07.2022","985,695","984,763","995,898","982,112","","0,07%"
"24.07.2022","984,959","987,415","987,997","984,595","","-0,11%"
"22.07.2022","986,089","979,386","991,338","973,342","","0,68%"
"21.07.2022","979,394","959,588","980,854","955,067","","2,05%"
"20.07.2022","959,694","964,232","969,310","957,523","","-0,47%"
"19.07.2022","964,272","958,409","971,187","956,978","","0,62%"
"18.07.2022","958,303","954,522","970,261","951,770","","0,49%"
"17.07.2022","953,617","948,549","957,477","948,549","","-0,18%"
"15.07.2022","955,379","961,504","964,451","946,272","","-0,63%"
"14.07.2022","961,429","969,995","972,862","954,982","","-0,85%"
"13.07.2022","969,682","959,126","979,591","957,341","","1,12%"
"12.07.2022","958,912","963,840","972,478","957,538","","-0,77%"
"11.07.2022","966,332","968,483","974,012","964,018","","-0,35%"
"10.07.2022","969,758","967,931","974,737","966,868","","0,28%"
"08.07.2022","967,094","966,980","974,639","962,820","","0,02%"
"07.07.2022","966,902","963,050","970,751","961,335","","0,38%"
"06.07.2022","963,251","968,310","980,807","959,199","","-0,40%"
"05.07.2022","967,148","977,407","988,095","961,448","","-1,05%"
"04.07.2022","977,374","973,709","980,082","972,365","","0,38%"
"03.07.2022","973,675","976,123","977,057","973,675","","-0,06%"
"01.07.2022","974,280","970,245","975,307","961,262","","0,43%"
"30.06.2022","970,139","972,950","979,339","963,266","","-0,27%"
"29.06.2022","972,793","972,226","980,615","968,419","","0,05%"
"28.06.2022","972,265","971,505","981,242","969,505","","0,08%"
"27.06.2022","971,505","976,282","990,261","950,370","","-0,50%"
"26.06.2022","976,340","990,515","990,515","974,226","","-1,61%"
"24.06.2022","992,311","1.017,847","1.022,825","968,824","","-2,49%"
"23.06.2022","1.017,671","1.024,649","1.029,603","1.016,362","","-0,68%"
"22.06.2022","1.024,589","1.021,462","1.031,584","1.017,414","","0,30%"
"21.06.2022","1.021,480","1.023,796","1.028,199","1.019,494","","-0,23%"
"20.06.2022","1.023,866","1.025,139","1.032,903","1.022,114","","-0,11%"
"19.06.2022","1.024,962","1.021,449","1.026,865","1.020,280","","-0,05%"
"17.06.2022","1.025,518","1.029,676","1.031,400","1.022,107","","-0,40%"
"16.06.2022","1.029,676","1.015,979","1.033,624","1.011,338","","1,20%"
"15.06.2022","1.017,419","1.005,794","1.021,510","1.003,763","","1,18%"
"14.06.2022","1.005,570","1.011,708","1.015,451","1.000,884","","-0,60%"
"13.06.2022","1.011,613","1.040,299","1.040,857","1.005,951","","-2,73%"
"12.06.2022","1.040,049","1.036,268","1.042,683","1.035,793","","0,99%"
"10.06.2022","1.029,855","1.024,044","1.033,046","997,236","","0,57%"
"09.06.2022","1.024,059","1.023,983","1.027,573","995,821","","0,01%"
"08.06.2022","1.023,983","1.003,803","1.024,920","999,848","","2,01%"
"07.06.2022","1.003,803","982,560","1.003,872","981,322","","2,17%"
"06.06.2022","982,526","983,300","990,456","978,286","","-0,07%"
"05.06.2022","983,239","981,905","986,487","950,924","","0,46%"
"03.06.2022","978,732","991,323","993,419","974,080","","-1,25%"
"02.06.2022","991,087","975,205","992,073","972,867","","1,52%"
"01.06.2022","976,230","968,056","977,196","964,578","","0,80%"
"31.05.2022","968,452","976,015","980,372","968,002","","-0,77%"
"30.05.2022","975,950","972,581","981,281","970,522","","0,44%"
"29.05.2022","971,701","975,314","980,211","967,338","","0,54%"
"27.05.2022","966,517","975,082","981,486","965,245","","-0,89%"
"26.05.2022","975,181","975,974","977,241","965,421","","0,04%"
"25.05.2022","974,801","967,637","980,277","962,800","","0,82%"
"24.05.2022","966,858","950,014","970,274","948,166","","1,83%"
"23.05.2022","949,462","945,775","955,542","935,753","","0,39%"
"22.05.2022","945,815","945,834","948,239","944,762","","0,19%"
"20.05.2022","944,012","942,843","949,326","935,478","","0,14%"
"19.05.2022","942,734","932,429","944,379","928,544","","1,15%"
"18.05.2022","932,047","929,213","935,936","916,443","","0,30%"
"17.05.2022","929,223","916,709","934,440","914,090","","1,38%"
"16.05.2022","916,608","902,611","917,719","894,100","","1,57%"
"15.05.2022","902,423","902,071","903,248","900,470","","0,07%"
"13.05.2022","901,800","902,726","908,773","895,500","","-0,08%"
"12.05.2022","902,541","911,672","916,720","898,070","","-1,00%"
"11.05.2022","911,649","903,798","914,800","901,922","","0,87%"
"10.05.2022","903,768","900,598","914,440","899,754","","0,35%"
"09.05.2022","900,643","904,155","907,465","894,919","","-0,43%"
"08.05.2022","904,509","905,251","906,658","903,765","","-0,16%"
"06.05.2022","906,001","896,309","909,655","892,527","","1,09%"
"05.05.2022","896,197","896,745","912,151","895,164","","-0,06%"
"04.05.2022","896,745","889,625","897,796","885,512","","0,83%"
"03.05.2022","889,349","892,388","895,709","884,895","","-0,32%"
"02.05.2022","892,185","906,540","907,101","887,272","","-1,60%"
"01.05.2022","906,666","905,928","907,858","905,904","","0,14%"
"29.04.2022","905,365","902,057","915,886","901,935","","0,36%"
"28.04.2022","902,123","898,126","902,464","891,710","","0,44%"
"27.04.2022","898,148","907,433","908,877","896,171","","-1,04%"
"26.04.2022","907,594","902,404","909,384","901,498","","0,58%"
"25.04.2022","902,404","916,427","916,731","898,287","","-1,53%"
"24.04.2022","916,427","915,363","917,176","914,623","","0,08%"
"22.04.2022","915,673","922,519","925,404","914,127","","-0,75%"
"21.04.2022","922,583","923,147","923,596","915,148","","-0,07%"
"20.04.2022","923,191","918,636","924,130","914,123","","0,50%"
"19.04.2022","918,590","931,127","934,534","916,587","","-1,35%"
"18.04.2022","931,178","935,051","941,149","930,643","","-0,37%"
"17.04.2022","934,654","928,623","935,249","927,259","","0,57%"
"15.04.2022","929,371","928,076","930,117","925,339","","0,12%"
"14.04.2022","928,231","927,767","930,599","922,325","","0,05%"
"13.04.2022","927,780","921,852","929,898","920,430","","0,62%"
"12.04.2022","922,062","920,880","930,884","919,027","","0,11%"
"11.04.2022","921,013","921,762","930,047","916,559","","-0,08%"
